college,sport,city,division,enrollment_male,enrollment_female,enrollment_total,college_type,gender,participants_male,participants_female,opexp_per_male,opexp_per_male_team,opexp_per_female,opexp_per_female_team, revenue_male,revenue_female,expense_male,expense_female
Roberts Wesleyan College,"Track and Field, X-Country",Rochester,NCAA Division II (without football),385,834,"1,219","Private nonprofit, 4-year or above",Women,,26,,,$562 ,"$14,599 ",,"$62,370 ",,"$62,370 "
The Sage Colleges,"Track and Field, X-Country",Troy,NCAA Division III (without football),311,"1,147","1,458","Private nonprofit, 4-year or above",Women,,25,,,$428 ,"$10,694 ",,"$24,640 ",,"$24,640 "
Rochester Institute of Technology,"Track and Field, X-Country",Rochester,Other,"8,188","4,003","12,191","Private nonprofit, 4-year or above",Women,,23,,,$637 ,"$14,651 ",,"$42,099 ",,"$42,099 "
St Lawrence University,"Track and Field, X-Country",Canton,NCAA Division III (with football),"1,065","1,215","2,280","Private nonprofit, 4-year or above",Women,,22,,,$590 ,"$12,973 ",,"$75,274 ",,"$75,274 "
Hofstra University,"Track and Field, X-Country",Hempstead,NCAA Division I-AAA,"2,970","3,460","6,430","Private nonprofit, 4-year or above",Women,,20,,,"$1,229 ","$24,585 ",,"$197,395 ",,"$197,395 "
Hamilton College,"Track and Field, X-Country",Clinton,NCAA Division III (with football),918,972,"1,890","Private nonprofit, 4-year or above",Women,,20,,,$544 ,"$10,886 ",,"$40,481 ",,"$40,481 "
SUNY College at Plattsburgh,"Track and Field, X-Country",Plattsburgh,NCAA Division III (without football),"2,265","2,813","5,078","Public, 4-year or above",Women,,19,,,$490 ,"$9,312 ",,"$44,771 ",,"$53,473 "
Hobart William Smith Colleges,"Track and Field, X-Country",Geneva,NCAA Division III (with football),"1,094","1,248","2,342","Private nonprofit, 4-year or above",Women,,19,,,$795 ,"$15,110 ",,"$24,305 ",,"$24,305 "
SUNY College of Environmental Science and Forestry,"Track and Field, X-Country",Syracuse,Other,919,751,"1,670","Public, 4-year or above",Women,,18,,,$372 ,"$6,694 ",,"$9,985 ",,"$10,194 "
Vassar College,"Track and Field, X-Country",Poughkeepsie,NCAA Division III (without football),"1,049","1,331","2,380","Private nonprofit, 4-year or above",Women,,17,,,$849 ,"$14,438 ",,"$58,343 ",,"$58,143 "
CUNY City College,"Track and Field, X-Country",New York,NCAA Division III (without football),"4,509","4,790","9,299","Public, 4-year or above",Women,,17,,,$207 ,"$3,521 ",,"$15,453 ",,"$12,140 "
Niagara University,"Track and Field, X-Country",Niagara University,NCAA Division I-AAA,"1,149","1,669","2,818","Private nonprofit, 4-year or above",Women,,16,,,"$1,014 ","$16,228 ",,"$89,072 ",,"$89,072 "
St Bonaventure University,"Track and Field, X-Country",Saint Bonaventure,NCAA Division I-AAA,851,867,"1,718","Private nonprofit, 4-year or above",Women,,16,,,"$1,221 ","$19,543 ",,"$71,508 ",,"$71,508 "
State University of New York at New Paltz,"Track and Field, X-Country",New Paltz,NCAA Division III (without football),"2,299","3,751","6,050","Public, 4-year or above",Women,,16,,,"$1,243 ","$19,886 ",,"$47,046 ",,"$47,046 "
College of Staten Island CUNY,"Track and Field, X-Country",Staten Island,NCAA Division III (without football),"4,528","5,493","10,021","Public, 4-year or above",Women,,16,,,$739 ,"$11,826 ",,"$17,101 ",,"$17,101 "
Siena College,"Track and Field, X-Country",Loudonville,NCAA Division I-AAA,"1,428","1,556","2,984","Private nonprofit, 4-year or above",Women,,15,,,"$1,621 ","$24,310 ",,"$80,015 ",,"$80,015 "
Saint John Fisher College,"Track and Field, X-Country",Rochester,NCAA Division III (with football),"1,078","1,581","2,659","Private nonprofit, 4-year or above",Women,,15,,,$432 ,"$6,480 ",,"$28,845 ",,"$28,845 "
Clarkson University,"Track and Field, X-Country",Potsdam,NCAA Division III (without football),"2,201",920,"3,121","Private nonprofit, 4-year or above",Women,,15,,,$598 ,"$8,973 ",,"$22,810 ",,"$22,810 "
SUNY College at Potsdam,"Track and Field, X-Country",Potsdam,NCAA Division III (without football),"1,562","2,011","3,573","Public, 4-year or above",Women,,15,,,$491 ,"$7,369 ",,"$17,789 ",,"$17,790 "
Farmingdale State College,"Track and Field, X-Country",Farmingdale,NCAA Division III (without football),"3,701","2,451","6,152","Public, 4-year or above",Women,,15,,,$307 ,"$4,601 ",,"$13,601 ",,"$13,601 "
St. Thomas Aquinas College,"Track and Field, X-Country",Sparkill,NCAA Division II (without football),506,580,"1,086","Private nonprofit, 4-year or above",Women,,14,,,$725 ,"$10,150 ",,"$88,097 ",,"$123,659 "
SUNY at Albany,"Track and Field, X-Country",Albany,NCAA Division I-AA,"6,228","5,867","12,095","Public, 4-year or above",Women,,14,,,"$1,903 ","$26,636 ",,"$32,673 ",,"$29,790 "
Albany College of Pharmacy and Health Sciences,"Track and Field, X-Country",Albany,Other,423,632,"1,055","Private nonprofit, 4-year or above",Women,,14,,,$269 ,"$3,759 ",,"$7,992 ",,"$9,186 "
Monroe College,"Track and Field, X-Country",Bronx,Other,"1,858","2,910","4,768","Private for-profit, 4-year or above",Women,,13,,,"$6,005 ","$78,060 ",,"$156,799 ",,"$156,799 "
Elmira College,"Track and Field, X-Country",Elmira,NCAA Division III (without football),358,819,"1,177","Private nonprofit, 4-year or above",Women,,13,,,$352 ,"$4,576 ",,"$61,968 ",,"$61,968 "
Fashion Institute of Technology,"Track and Field, X-Country",New York,NJCAA Division III,"1,033","6,359","7,392","Public, 4-year or above",Women,,13,,,$982 ,"$12,767 ",,"$25,768 ",,"$25,768 "
Bard College,"Track and Field, X-Country",Annandale-On-Hudson,NCAA Division III (without football),888,"1,094","1,982","Private nonprofit, 4-year or above",Women,,13,,,$521 ,"$6,773 ",,"$10,777 ",,"$10,777 "
D'Youville College,"Track and Field, X-Country",Buffalo,NCAA Division III (without football),416,"1,087","1,503","Private nonprofit, 4-year or above",Women,,13,,,$473 ,"$6,150 ",,"$8,758 ",,"$8,758 "
SUNY College of Agriculture and Technology at Cobleskill,"Track and Field, X-Country",Cobleskill,NCAA Division III (without football),"1,177","1,233","2,410","Public, 4-year or above",Women,,12,,,"$1,714 ","$20,573 ",,"$40,539 ",,"$40,539 "
The College of Saint Rose,"Track and Field, X-Country",Albany,NCAA Division II (without football),852,"1,655","2,507","Private nonprofit, 4-year or above",Women,,12,,,"$1,280 ","$15,359 ",,"$28,171 ",,"$28,171 "
Wells College,"Track and Field, X-Country",Aurora,NCAA Division III (without football),172,347,519,"Private nonprofit, 4-year or above",Women,,12,,,$445 ,"$5,341 ",,"$8,846 ",,"$8,846 "
Adelphi University,"Track and Field, X-Country",Garden City,NCAA Division II (without football),"1,403","3,173","4,576","Private nonprofit, 4-year or above",Women,,11,,,"$3,347 ","$36,814 ",,"$54,137 ",,"$54,137 "
Molloy College,"Track and Field, X-Country",Rockville Centre,NCAA Division II (without football),710,"1,964","2,674","Private nonprofit, 4-year or above",Women,,11,,,"$1,007 ","$11,079 ",,"$40,430 ",,"$38,057 "
Paul Smiths College of Arts and Science,"Track and Field, X-Country",Paul Smiths,Other,570,311,881,"Private nonprofit, 4-year or above",Women,,11,,,"$1,046 ","$11,501 ",,"$22,177 ",,"$22,177 "
Morrisville State College,"Track and Field, X-Country",Morrisville,NCAA Division III (with football),"1,283","1,221","2,504","Public, 4-year or above",Women,,11,,,$941 ,"$10,350 ",,"$21,966 ",,"$21,966 "
Keuka College,"Track and Field, X-Country",Keuka Park,NCAA Division III (without football),383,964,"1,347","Private nonprofit, 4-year or above",Women,,11,,,$711 ,"$7,817 ",,"$19,136 ",,"$19,136 "
Yeshiva University,"Track and Field, X-Country",New York,NCAA Division III (without football),"1,433","1,291","2,724","Private nonprofit, 4-year or above",Women,,11,,,$874 ,"$9,617 ",,"$16,337 ",,"$16,337 "
Mohawk Valley Community College,"Track and Field, X-Country",Utica,NJCAA Division III,"1,985","2,002","3,987","Public, 2-year",Women,,11,,,$487 ,"$5,357 ",,"$10,992 ",,"$10,992 "
CUNY Brooklyn College,"Track and Field, X-Country",Brooklyn,NCAA Division III (without football),"4,115","5,697","9,812","Public, 4-year or above",Women,,11,,,$497 ,"$5,463 ",,"$10,757 ",,"$10,757 "
Nyack College,"Track and Field, X-Country",Nyack,NCAA Division II (without football),544,872,"1,416","Private nonprofit, 4-year or above",Women,,10,,,"$1,774 ","$17,740 ",,"$174,827 ",,"$174,827 "
SUNY at Purchase College,"Track and Field, X-Country",Purchase,NCAA Division III (without football),"1,648","2,046","3,694","Public, 4-year or above",Women,,10,,,$434 ,"$4,337 ",,"$16,000 ",,"$15,530 "
SUNY College of Technology at Alfred,"Track and Field, X-Country",Alfred,NCAA Division III (with football),"2,139","1,187","3,326","Public, 4-year or above",Women,,10,,,$227 ,"$2,269 ",,"$22,400 ",,"$15,336 "
SUNY College of Technology at Canton,"Track and Field, X-Country",Canton,Other,"1,288","1,505","2,793","Public, 4-year or above",Women,,10,,,$556 ,"$5,557 ",,"$16,459 ",,"$13,778 "
College of Mount Saint Vincent,"Track and Field, X-Country",Bronx,NCAA Division III (without football),490,"1,087","1,577","Private nonprofit, 4-year or above",Women,,10,,,$660 ,"$6,600 ",,"$13,610 ",,"$12,942 "
Alfred University,"Track and Field, X-Country",Alfred,NCAA Division III (with football),928,881,"1,809","Private nonprofit, 4-year or above",Women,,10,,,$143 ,"$1,429 ",,"$8,531 ",,"$8,531 "
CUNY Queensborough Community College,"Track and Field, X-Country",Bayside,NJCAA Division III,"4,558","4,966","9,524","Public, 2-year",Women,,10,,,$370 ,"$3,700 ",,"$6,421 ",,"$6,421 "
New York Institute of Technology,"Track and Field, X-Country",Old Westbury,NCAA Division II (without football),"2,286","1,332","3,618","Private nonprofit, 4-year or above",Women,,9,,,$843 ,"$7,584 ",,"$130,414 ",,"$130,414 "
Pace University-New York,"Track and Field, X-Country",New York,NCAA Division II (with football),"2,857","4,362","7,219","Private nonprofit, 4-year or above",Women,,9,,,$906 ,"$8,151 ",,"$100,637 ",,"$101,587 "
Cazenovia College,"Track and Field, X-Country",Cazenovia,NCAA Division III (without football),271,692,963,"Private nonprofit, 4-year or above",Women,,9,,,$565 ,"$5,081 ",,"$7,238 ",,"$7,238 "
Dominican College of Blauvelt,"Track and Field, X-Country",Orangeburg,NCAA Division II (without football),469,800,"1,269","Private nonprofit, 4-year or above",Women,,8,,,$802 ,"$6,412 ",,"$65,508 ",,"$65,508 "
Sarah Lawrence College,"Track and Field, X-Country",Bronxville,Other,385,966,"1,351","Private nonprofit, 4-year or above",Women,,8,,,$338 ,"$2,705 ",,"$23,380 ",,"$23,380 "
CUNY John Jay College of Criminal Justice,"Track and Field, X-Country",New York,NCAA Division III (without football),"4,393","5,826","10,219","Public, 4-year or above",Women,,8,,,$276 ,"$2,210 ",,"$20,439 ",,"$20,439 "
CUNY Queens College,"Track and Field, X-Country",Queens,NCAA Division II (without football),"4,942","6,119","11,061","Public, 4-year or above",Women,,8,,,$338 ,"$2,702 ",,"$20,343 ",,"$20,306 "
CUNY Kingsborough Community College,"Track and Field, X-Country",Brooklyn,NJCAA Division III,"4,767","5,398","10,165","Public, 2-year",Women,,8,,,$750 ,"$6,002 ",,"$16,670 ",,"$17,920 "
The College of New Rochelle,"Track and Field, X-Country",New Rochelle,NCAA Division III (without football),286,"2,379","2,665","Private nonprofit, 4-year or above",Women,,8,,,$811 ,"$6,486 ",,"$17,904 ",,"$17,904 "
Herkimer County Community College,"Track and Field, X-Country",Herkimer,NJCAA Division III,810,"1,023","1,833","Public, 2-year",Women,,8,,,$279 ,"$2,231 ",,"$14,309 ",,"$14,309 "
Medaille College,"Track and Field, X-Country",Buffalo,NCAA Division III (without football),561,"1,188","1,749","Private nonprofit, 4-year or above",Women,,8,,,$674 ,"$5,388 ",,"$13,927 ",,"$12,607 "
Hilbert College,"Track and Field, X-Country",Hamburg,NCAA Division III (without football),370,472,842,"Private nonprofit, 4-year or above",Women,,8,,,$508 ,"$4,066 ",,"$8,635 ",,"$8,635 "
LIU Brooklyn,"Track and Field, X-Country",Brooklyn,NCAA Division I-AAA,"1,312","2,798","4,110","Private nonprofit, 4-year or above",Women,,7,,,"$2,838 ","$19,867 ",,"$159,014 ",,"$159,014 "
Hartwick College,"Track and Field, X-Country",Oneonta,NAIA Division III,591,915,"1,506","Private nonprofit, 4-year or above",Women,,7,,,$738 ,"$5,163 ",,"$23,356 ",,"$23,356 "
SUNY Maritime College,"Track and Field, X-Country",Throggs Neck,NCAA Division III (with football),"1,419",160,"1,579","Public, 4-year or above",Women,,7,,,$446 ,"$3,125 ",,"$23,390 ",,"$19,939 "
SUNY College at Old Westbury,"Track and Field, X-Country",Old Westbury,NCAA Division III (without football),"1,494","2,142","3,636","Public, 4-year or above",Women,,7,,,"$1,519 ","$10,631 ",,"$18,409 ",,"$18,409 "
SUNY Institute of Technology at Utica-Rome,"Track and Field, X-Country",Utica,NCAA Division III (without football),"1,090",523,"1,613","Public, 4-year or above",Women,,7,,,"$1,159 ","$8,112 ",,"$16,241 ",,"$15,946 "
Concordia College-New York,"Track and Field, X-Country",Bronxville,NCAA Division II (without football),276,555,831,"Private nonprofit, 4-year or above",Women,,6,,,$167 ,"$1,001 ",,"$52,451 ",,"$52,451 "
Dowling College,"Track and Field, X-Country",Oakdale,NCAA Division II (without football),562,518,"1,080","Private nonprofit, 4-year or above",Women,,6,,,$688 ,"$4,129 ",,"$25,929 ",,"$25,929 "
United States Merchant Marine Academy,"Track and Field, X-Country",Kings Point,NCAA Division III (with football),793,146,939,"Public, 4-year or above",Women,,6,,,"$1,311 ","$7,867 ",,"$21,851 ",,"$18,149 "
Pratt Institute-Main,"Track and Field, X-Country",Brooklyn,Other,981,"2,146","3,127","Private nonprofit, 4-year or above",Women,,6,,,$502 ,"$3,011 ",,"$5,898 ",,"$5,898 "
Dutchess Community College,"Track and Field, X-Country",Poughkeepsie,NJCAA Division III,"2,316","2,289","4,605","Public, 2-year",Women,,6,,,$157 ,$939 ,,"$5,699 ",,"$5,090 "
Berkeley College-New York,"Track and Field, X-Country",New York,Other,"1,449","2,433","3,882","Private for-profit, 4-year or above",Women,,5,,,"$4,000 ","$20,000 ",,"$23,000 ",,"$23,000 "
CUNY Bernard M Baruch College,"Track and Field, X-Country",New York,NCAA Division III (without football),"5,673","5,123","10,796","Public, 4-year or above",Women,,5,,,$926 ,"$4,629 ",,"$18,450 ",,"$15,764 "
Vaughn College of Aeronautics and Technology,"Track and Field, X-Country",Flushing,Other,"1,092",169,"1,261","Private nonprofit, 4-year or above",Women,,5,,,$225 ,"$1,123 ",,"$5,735 ",,"$5,735 "
Finger Lakes Community College,"Track and Field, X-Country",Canandaigua,NJCAA Division III,"1,506","1,750","3,256","Public, 2-year",Women,,4,,,"$1,701 ","$6,804 ",,"$21,942 ",,"$21,942 "
Manhattanville College,"Track and Field, X-Country",Purchase,NCAA Division III (without football),609,"1,098","1,707","Private nonprofit, 4-year or above",Women,,4,,,$152 ,$609 ,,"$12,246 ",,"$13,059 "
Nassau Community College,"Track and Field, X-Country",Garden City,NJCAA Division III,"6,765","6,210","12,975","Public, 2-year",Women,,4,,,$357 ,"$1,428 ",,"$9,678 ",,"$9,678 "
SUNY Broome Community College,"Track and Field, X-Country",Binghamton,NJCAA Division III,"1,973","2,318","4,291","Public, 2-year",Women,,4,,,$848 ,"$3,392 ",,"$5,523 ",,"$5,523 "
Hudson Valley Community College,"Track and Field, X-Country",Troy,NJCAA Division III,"3,578","2,594","6,172","Public, 2-year",Women,,3,,,"$1,441 ","$4,322 ",,"$7,735 ",,"$7,735 "
Columbia-Greene Community College,"Track and Field, X-Country",Hudson,NJCAA Division III,373,475,848,"Public, 2-year",Women,,2,,,$515 ,"$1,029 ",,"$8,439 ",,"$7,946 "
Onondaga Community College,"Track and Field, X-Country",Syracuse,NJCAA Division III,"3,184","3,062","6,246","Public, 2-year",Women,,2,,,$906 ,"$1,811 ",,"$7,296 ",,"$5,835 "
New York University,Volleyball,New York,NCAA Division III (without football),"10,184","13,266","23,450","Private nonprofit, 4-year or above",Men,25,,"$2,986 ","$74,655 ",,,"$211,611 ",,"$211,611 ",
State University of New York at New Paltz,Volleyball,New Paltz,NCAA Division III (without football),"2,299","3,751","6,050","Public, 4-year or above",Men,20,,"$2,107 ","$42,147 ",,,"$119,256 ",,"$118,568 ",
Vassar College,Volleyball,Poughkeepsie,NCAA Division III (without football),"1,049","1,331","2,380","Private nonprofit, 4-year or above",Men,11,,"$3,320 ","$36,525 ",,,"$104,070 ",,"$102,742 ",
Elmira College,Volleyball,Elmira,NCAA Division III (without football),358,819,"1,177","Private nonprofit, 4-year or above",Men,13,,"$3,379 ","$43,932 ",,,"$93,732 ",,"$93,732 ",
Keuka College,Volleyball,Keuka Park,NCAA Division III (without football),383,964,"1,347","Private nonprofit, 4-year or above",Men,16,,"$2,284 ","$36,544 ",,,"$91,130 ",,"$91,130 ",
Nazareth College,Volleyball,Rochester,NCAA Division III (without football),535,"1,382","1,917","Private nonprofit, 4-year or above",Men,19,,"$2,517 ","$47,814 ",,,"$90,713 ",,"$84,058 ",
Bard College,Volleyball,Annandale-On-Hudson,NCAA Division III (without football),888,"1,094","1,982","Private nonprofit, 4-year or above",Men,12,,"$2,889 ","$34,671 ",,,"$69,202 ",,"$66,802 ",
SUNY Institute of Technology at Utica-Rome,Volleyball,Utica,NCAA Division III (without football),"1,090",523,"1,613","Public, 4-year or above",Men,12,,"$2,593 ","$31,117 ",,,"$57,500 ",,"$57,300 ",
Wells College,Volleyball,Aurora,NCAA Division III (without football),172,347,519,"Private nonprofit, 4-year or above",Men,13,,"$2,115 ","$27,489 ",,,"$51,865 ",,"$51,865 ",
Medaille College,Volleyball,Buffalo,NCAA Division III (without football),561,"1,188","1,749","Private nonprofit, 4-year or above",Men,13,,"$1,953 ","$25,389 ",,,"$37,764 ",,"$41,419 ",
CUNY York College,Volleyball,Jamaica,NCAA Division III (without football),"1,736","3,333","5,069","Public, 4-year or above",Men,14,,"$1,600 ","$22,398 ",,,"$24,061 ",,"$38,160 ",
SUNY at Purchase College,Volleyball,Purchase,NCAA Division III (without football),"1,648","2,046","3,694","Public, 4-year or above",Men,9,,"$1,768 ","$15,915 ",,,"$40,000 ",,"$37,999 ",
D'Youville College,Volleyball,Buffalo,NCAA Division III (without football),416,"1,087","1,503","Private nonprofit, 4-year or above",Men,15,,"$1,361 ","$20,409 ",,,"$36,406 ",,"$36,406 ",
CUNY Bernard M Baruch College,Volleyball,New York,NCAA Division III (without football),"5,673","5,123","10,796","Public, 4-year or above",Men,12,,"$1,357 ","$16,283 ",,,"$40,525 ",,"$35,715 ",
Yeshiva University,Volleyball,New York,NCAA Division III (without football),"1,433","1,291","2,724","Private nonprofit, 4-year or above",Men,13,,"$1,831 ","$23,801 ",,,"$34,838 ",,"$34,838 ",
CUNY Hunter College,Volleyball,New York,NCAA Division III (without football),"4,261","7,804","12,065","Public, 4-year or above",Men,14,,"$1,083 ","$15,159 ",,,"$31,438 ",,"$31,438 ",
