college,sport,city,division,enrollment_male,enrollment_female,enrollment_total,college_type,gender,participants_male,participants_female,opexp_per_male,opexp_per_male_team,opexp_per_female,opexp_per_female_team, revenue_male,revenue_female,expense_male,expense_female
Columbia University - NYC,Volleyball,New York,NCAA Division I-AA,3926,3570,7496,"Private nonprofit, 4-year or above",Women,,16,,,5478,87643,,376726,,376726
The College of Saint Rose,Volleyball,Albany,NCAA Division II (without football),852,1655,2507,"Private nonprofit, 4-year or above",Women,,16,,,2861,45778,,242169,,242169
SUNY College at Brockport,Volleyball,Brockport,NCAA Division III (with football),2904,3400,6304,"Public, 4-year or above",Women,,16,,,1601,25621,,115949,,115949
SUNY College at Potsdam,Volleyball,Potsdam,NCAA Division III (without football),1562,2011,3573,"Public, 4-year or above",Women,,16,,,2648,42375,,83204,,85017
SUNY College at Oswego,Volleyball,Oswego,NAIA Division III,3316,3516,6832,"Public, 4-year or above",Women,,16,,,2782,44516,,73480,,82396
The Sage Colleges,Volleyball,Troy,NCAA Division III (without football),311,1147,1458,"Private nonprofit, 4-year or above",Women,,16,,,1181,18899,,68185,,66568
CUNY John Jay College of Criminal Justice,Volleyball,New York,NCAA Division III (without football),4393,5826,10219,"Public, 4-year or above",Women,,16,,,579,9262,,22584,,22584
University at Buffalo,Volleyball,Buffalo,NCAA Division I-A,9949,8042,17991,"Public, 4-year or above",Women,,15,,,8369,125540,,886153,,886153
SUNY at Albany,Volleyball,Albany,NCAA Division I-AA,6228,5867,12095,"Public, 4-year or above",Women,,15,,,8411,126167,,700371,,699371
SUNY at Binghamton,Volleyball,Vestal,NCAA Division I-AAA,6746,6160,12906,"Public, 4-year or above",Women,,15,,,4119,61779,,560478,,557528
Marist College,Volleyball,Poughkeepsie,NCAA Division I-AA,1993,2879,4872,"Private nonprofit, 4-year or above",Women,,15,,,5245,78673,,440731,,440731
Pace University-New York,Volleyball,New York,NCAA Division II (with football),2857,4362,7219,"Private nonprofit, 4-year or above",Women,,15,,,2725,40868,,348574,,342204
St Francis College,Volleyball,Brooklyn Heights,NCAA Division I-AAA,1059,1354,2413,"Private nonprofit, 4-year or above",Women,,15,,,3483,52248,,321116,,321116
University of Rochester,Volleyball,Rochester,NCAA Division III (with football),2958,2953,5911,"Private nonprofit, 4-year or above",Women,,15,,,3800,56997,,135318,,135318
SUNY College at Plattsburgh,Volleyball,Plattsburgh,NCAA Division III (without football),2265,2813,5078,"Public, 4-year or above",Women,,15,,,2206,33097,,137926,,127435
State University of New York at New Paltz,Volleyball,New Paltz,NCAA Division III (without football),2299,3751,6050,"Public, 4-year or above",Women,,15,,,2237,33561,,116406,,115656
SUNY College at Geneseo,Volleyball,Geneseo,NCAA Division III (without football),2278,3136,5414,"Public, 4-year or above",Women,,15,,,2472,37081,,99682,,101280
St Lawrence University,Volleyball,Canton,NCAA Division III (with football),1065,1215,2280,"Private nonprofit, 4-year or above",Women,,15,,,1998,29974,,94453,,94453
United States Merchant Marine Academy,Volleyball,Kings Point,NCAA Division III (with football),793,146,939,"Public, 4-year or above",Women,,15,,,2050,30749,,72350,,72350
Wells College,Volleyball,Aurora,NCAA Division III (without football),172,347,519,"Private nonprofit, 4-year or above",Women,,15,,,2237,33554,,57976,,57976
Manhattanville College,Volleyball,Purchase,NCAA Division III (without football),609,1098,1707,"Private nonprofit, 4-year or above",Women,,15,,,634,9507,,33796,,31356
CUNY Medgar Evers College,Volleyball,Brooklyn,NCAA Division III (without football),1233,3011,4244,"Public, 4-year or above",Women,,15,,,1013,15200,,25157,,25157
CUNY City College,Volleyball,New York,NCAA Division III (without football),4509,4790,9299,"Public, 4-year or above",Women,,15,,,397,5962,,20932,,23207
Hofstra University,Volleyball,Hempstead,NCAA Division I-AAA,2970,3460,6430,"Private nonprofit, 4-year or above",Women,,14,,,10654,149161,,1172596,,1172596
Fordham University,Volleyball,Bronx,NCAA Division I-AA,3667,4367,8034,"Private nonprofit, 4-year or above",Women,,14,,,7877,110273,,1075330,,1075330
Manhattan College,Volleyball,Riverdale,NCAA Division I-AAA,1811,1465,3276,"Private nonprofit, 4-year or above",Women,,14,,,4837,67719,,571615,,571615
Canisius College,Volleyball,Buffalo,NCAA Division I-AAA,1251,1449,2700,"Private nonprofit, 4-year or above",Women,,14,,,6174,86437,,560877,,560877
Monroe College,Volleyball,Bronx,Other,1858,2910,4768,"Private for-profit, 4-year or above",Women,,14,,,7455,104363,,356594,,356594
New York Institute of Technology,Volleyball,Old Westbury,NCAA Division II (without football),2286,1332,3618,"Private nonprofit, 4-year or above",Women,,14,,,1699,23791,,330879,,330879
Clarkson University,Volleyball,Potsdam,NCAA Division III (without football),2201,920,3121,"Private nonprofit, 4-year or above",Women,,14,,,4166,58324,,207263,,207263
SUNY College at Cortland,Volleyball,Cortland,NCAA Division III (with football),2631,3572,6203,"Public, 4-year or above",Women,,14,,,4186,58605,,193632,,193632
CUNY Queens College,Volleyball,Queens,NCAA Division II (without football),4942,6119,11061,"Public, 4-year or above",Women,,14,,,893,12507,,150104,,148979
Le Moyne College,Volleyball,Syracuse,NCAA Division II (without football),1104,1385,2489,"Private nonprofit, 4-year or above",Women,,14,,,2196,30748,,149047,,148753
Ithaca College,Volleyball,Ithaca,NCAA Division III (with football),2551,3452,6003,"Private nonprofit, 4-year or above",Women,,14,,,3385,47383,,123017,,123017
Hamilton College,Volleyball,Clinton,NCAA Division III (with football),918,972,1890,"Private nonprofit, 4-year or above",Women,,14,,,2080,29117,,122494,,122494
Hartwick College,Volleyball,Oneonta,NAIA Division III,591,915,1506,"Private nonprofit, 4-year or above",Women,,14,,,1884,26382,,98618,,98618
Skidmore College,Volleyball,Saratoga Springs,NCAA Division III (without football),1051,1546,2597,"Private nonprofit, 4-year or above",Women,,14,,,2053,28742,,94914,,94914
Nazareth College,Volleyball,Rochester,NCAA Division III (without football),535,1382,1917,"Private nonprofit, 4-year or above",Women,,14,,,2921,40888,,78680,,76470
Farmingdale State College,Volleyball,Farmingdale,NCAA Division III (without football),3701,2451,6152,"Public, 4-year or above",Women,,14,,,1004,14055,,46055,,46055
The College of New Rochelle,Volleyball,New Rochelle,NCAA Division III (without football),286,2379,2665,"Private nonprofit, 4-year or above",Women,,14,,,1168,16353,,31303,,31303
Hudson Valley Community College,Volleyball,Troy,NJCAA Division III,3578,2594,6172,"Public, 2-year",Women,,14,,,1170,16374,,22748,,22748
CUNY Borough of Manhattan Community College,Volleyball,New York,NJCAA Division III,7501,9601,17102,"Public, 2-year",Women,,14,,,899,12585,,20349,,20349
Pratt Institute-Main,Volleyball,Brooklyn,Other,981,2146,3127,"Private nonprofit, 4-year or above",Women,,14,,,987,13822,,19473,,19473
Niagara University,Volleyball,Niagara University,NCAA Division I-AAA,1149,1669,2818,"Private nonprofit, 4-year or above",Women,,13,,,6167,80176,,415920,,415920
Iona College,Volleyball,New Rochelle,NCAA Division I-AA,1394,1599,2993,"Private nonprofit, 4-year or above",Women,,13,,,2963,38524,,364698,,364698
Roberts Wesleyan College,Volleyball,Rochester,NCAA Division II (without football),385,834,1219,"Private nonprofit, 4-year or above",Women,,13,,,2947,38315,,167165,,167026
Union College,Volleyball,Schenectady,NCAA Division III (with football),1193,1009,2202,"Private nonprofit, 4-year or above",Women,,13,,,3462,45010,,110552,,114857
Morrisville State College,Volleyball,Morrisville,NCAA Division III (with football),1283,1221,2504,"Public, 4-year or above",Women,,13,,,2961,38490,,114365,,114365
SUNY College of Technology at Alfred,Volleyball,Alfred,NCAA Division III (with football),2139,1187,3326,"Public, 4-year or above",Women,,13,,,3039,39509,,67744,,72867
Bard College,Volleyball,Annandale-On-Hudson,NCAA Division III (without football),888,1094,1982,"Private nonprofit, 4-year or above",Women,,13,,,2744,35669,,67911,,65511
Alfred University,Volleyball,Alfred,NCAA Division III (with football),928,881,1809,"Private nonprofit, 4-year or above",Women,,13,,,1115,14495,,60287,,60287
CUNY Brooklyn College,Volleyball,Brooklyn,NCAA Division III (without football),4115,5697,9812,"Public, 4-year or above",Women,,13,,,1479,19224,,31091,,31091
College of Mount Saint Vincent,Volleyball,Bronx,NCAA Division III (without football),490,1087,1577,"Private nonprofit, 4-year or above",Women,,13,,,1320,17165,,30468,,29435
Medaille College,Volleyball,Buffalo,NCAA Division III (without football),561,1188,1749,"Private nonprofit, 4-year or above",Women,,13,,,1078,14008,,29617,,27044
Cazenovia College,Volleyball,Cazenovia,NCAA Division III (without football),271,692,963,"Private nonprofit, 4-year or above",Women,,13,,,874,11366,,19458,,19458
SUNY Westchester Community College,Volleyball,Valhalla,NJCAA Division III,3645,3714,7359,"Public, 2-year",Women,,13,,,513,6663,,18113,,18113
CUNY Queensborough Community College,Volleyball,Bayside,NJCAA Division III,4558,4966,9524,"Public, 2-year",Women,,13,,,521,6778,,15668,,15668
LIU Brooklyn,Volleyball,Brooklyn,NCAA Division I-AAA,1312,2798,4110,"Private nonprofit, 4-year or above",Women,,12,,,9787,117441,,935130,,935130
Cornell University,Volleyball,Ithaca,NCAA Division I-AA,6976,7206,14182,"Private nonprofit, 4-year or above",Women,,12,,,4581,54969,,436008,,436008
Dowling College,Volleyball,Oakdale,NCAA Division II (without football),562,518,1080,"Private nonprofit, 4-year or above",Women,,12,,,1979,23749,,291092,,291092
Molloy College,Volleyball,Rockville Centre,NCAA Division II (without football),710,1964,2674,"Private nonprofit, 4-year or above",Women,,12,,,2560,30719,,233109,,228825
Concordia College-New York,Volleyball,Bronxville,NCAA Division II (without football),276,555,831,"Private nonprofit, 4-year or above",Women,,12,,,902,10826,,228606,,228606
Vassar College,Volleyball,Poughkeepsie,NCAA Division III (without football),1049,1331,2380,"Private nonprofit, 4-year or above",Women,,12,,,1947,23362,,129661,,129145
SUNY Buffalo State,Volleyball,Buffalo,NCAA Division III (with football),3485,4793,8278,"Public, 4-year or above",Women,,12,,,3204,38453,,112007,,119492
Dominican College of Blauvelt,Volleyball,Orangeburg,NCAA Division II (without football),469,800,1269,"Private nonprofit, 4-year or above",Women,,12,,,1372,16463,,114384,,114384
SUNY at Fredonia,Volleyball,Fredonia,NCAA Division III (without football),2174,2621,4795,"Public, 4-year or above",Women,,12,,,6288,75450,,103207,,103207
SUNY College of Technology at Canton,Volleyball,Canton,Other,1288,1505,2793,"Public, 4-year or above",Women,,12,,,2019,24230,,102872,,99861
Elmira College,Volleyball,Elmira,NCAA Division III (without football),358,819,1177,"Private nonprofit, 4-year or above",Women,,12,,,2219,26623,,89817,,89817
Genesee Community College,Volleyball,Batavia,NJCAA Division II,1060,1886,2946,"Public, 2-year",Women,,12,,,3481,41776,,70415,,70415
Yeshiva University,Volleyball,New York,NCAA Division III (without football),1433,1291,2724,"Private nonprofit, 4-year or above",Women,,12,,,3729,44750,,63067,,63067
CUNY Hunter College,Volleyball,New York,NCAA Division III (without football),4261,7804,12065,"Public, 4-year or above",Women,,12,,,1470,17635,,50681,,50681
Fashion Institute of Technology,Volleyball,New York,NJCAA Division III,1033,6359,7392,"Public, 4-year or above",Women,,12,,,1791,21487,,45488,,45488
Jefferson Community College,Volleyball,Watertown,NJCAA Division III,898,1234,2132,"Public, 2-year",Women,,12,,,2218,26614,,35191,,35191
CUNY Bernard M Baruch College,Volleyball,New York,NCAA Division III (without football),5673,5123,10796,"Public, 4-year or above",Women,,12,,,1266,15190,,40500,,31633
Nassau Community College,Volleyball,Garden City,NJCAA Division III,6765,6210,12975,"Public, 2-year",Women,,12,,,1064,12768,,30930,,30930
Niagara County Community College,Volleyball,Sanborn,NJCAA Division III,1739,2210,3949,"Public, 2-year",Women,,12,,,1422,17060,,27460,,30060
Cayuga County Community College,Volleyball,Auburn,NJCAA Division III,790,1227,2017,"Public, 2-year",Women,,12,,,1536,18435,,28435,,28435
Adirondack Community College,Volleyball,Queensbury,NJCAA Division III,1162,1338,2500,"Public, 2-year",Women,,12,,,1440,17284,,24911,,27402
Herkimer County Community College,Volleyball,Herkimer,NJCAA Division III,810,1023,1833,"Public, 2-year",Women,,12,,,793,9513,,26591,,26591
CUNY Lehman College,Volleyball,Bronx,NCAA Division III (without football),1961,3903,5864,"Public, 4-year or above",Women,,12,,,671,8050,,21916,,21916
CUNY Kingsborough Community College,Volleyball,Brooklyn,NJCAA Division III,4767,5398,10165,"Public, 2-year",Women,,12,,,827,9923,,15459,,17850
Nyack College,Volleyball,Nyack,NCAA Division II (without football),544,872,1416,"Private nonprofit, 4-year or above",Women,,11,,,2105,23151,,171134,,171134
CUNY York College,Volleyball,Jamaica,NCAA Division III (without football),1736,3333,5069,"Public, 4-year or above",Women,,11,,,1627,17899,,18905,,37923
Monroe Community College,Volleyball,Rochester,NJCAA Division I,4504,4859,9363,"Public, 2-year",Women,,11,,,1667,18340,,30762,,30814
Mohawk Valley Community College,Volleyball,Utica,NJCAA Division III,1985,2002,3987,"Public, 2-year",Women,,11,,,981,10791,,23553,,23553
Jamestown Community College,Volleyball,Jamestown,NJCAA Division III,1095,1377,2472,"Public, 2-year",Women,,11,,,1440,15835,,23084,,23084
SUNY Maritime College,Volleyball,Throggs Neck,NCAA Division III (with football),1419,160,1579,"Public, 4-year or above",Women,,11,,,584,6429,,23502,,21170
Orange County Community College,Volleyball,Middletown,Other,1502,1793,3295,"Public, 2-year",Women,,11,,,1246,13704,,20755,,19831
Tompkins Cortland Community College,Volleyball,Dryden,NJCAA Division III,1062,1182,2244,"Public, 2-year",Women,,11,,,1216,13378,,19760,,19760
Sullivan County Community College,Volleyball,Loch Sheldrake,NJCAA Division III,432,475,907,"Public, 2-year",Women,,11,,,867,9532,,18030,,18030
CUNY Bronx Community College,Volleyball,Bronx,NJCAA Division III,3061,3769,6830,"Public, 2-year",Women,,11,,,507,5582,,14082,,14082
Adelphi University,Volleyball,Garden City,NCAA Division II (without football),1403,3173,4576,"Private nonprofit, 4-year or above",Women,,10,,,7125,71250,,323864,,323864
LIU Post,Volleyball,Brookville,NCAA Division II (with football),1317,2038,3355,"Private nonprofit, 4-year or above",Women,,10,,,5989,59893,,285650,,285650
Sarah Lawrence College,Volleyball,Bronxville,Other,385,966,1351,"Private nonprofit, 4-year or above",Women,,10,,,1494,14941,,59142,,59142
Finger Lakes Community College,Volleyball,Canandaigua,NJCAA Division III,1506,1750,3256,"Public, 2-year",Women,,10,,,2128,21280,,30698,,30698
Hilbert College,Volleyball,Hamburg,NCAA Division III (without football),370,472,842,"Private nonprofit, 4-year or above",Women,,10,,,1585,15845,,28785,,28785
Paul Smiths College of Arts and Science,Volleyball,Paul Smiths,Other,570,311,881,"Private nonprofit, 4-year or above",Women,,10,,,1735,17350,,24200,,24200
Corning Community College,Volleyball,Corning,NJCAA Division III,863,1080,1943,"Public, 2-year",Women,,10,,,1689,16894,,20204,,21145
Rockland Community College,Volleyball,Suffern,NJCAA Division III,2205,1954,4159,"Public, 2-year",Women,,10,,,1200,11999,,19986,,19986
Ulster County Community College,Volleyball,Stone Ridge,NJCAA Division III,683,806,1489,"Public, 2-year",Women,,10,,,496,4962,,13962,,13962
